Name,Price,Original Price,Image,Type,Stock,Date
Shinden Fudo Ryu Katana,315.24,362.34,https://yarinohanzo.com/12055-home_default/shinden-fudo-ryu-katana-iaito-practice-sword-handmade-samurai-sword.jpg,performance,True,2026-08-17
Fukushima Wakizashi,212.28,212.28,https://yarinohanzo.com/12523-home_default/fukushima-wakizashi-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-17
Ishikawa Katana,318.97,384.30,https://yarinohanzo.com/12305-home_default/ishikawa-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-17
Fukushima Katana,233.91,303.78,https://yarinohanzo.com/11329-home_default/fukushima-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-17
Saito Katana,264.51,362.34,https://yarinohanzo.com/11317-home_default/saito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,damascus,True,2026-08-17
Oni Katana IAITO,992.59,"1,102.88",https://yarinohanzo.com/12459-home_default/oni-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Kamei Katana IAITO,919.39,"1,149.24",https://yarinohanzo.com/12447-home_default/kamei-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Fuji Katana IAITO,959.51,"1,102.88",https://yarinohanzo.com/12437-home_default/fuji-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-17
Togakure Shinobigatana,501.15,533.14,https://yarinohanzo.com/12097-home_default/togakure-shinobigatana-iaito-practice-sword-handmade-ninja-sword.jpg,superior,True,2026-08-17
Dotanuki Katana IAITO,423.94,523.38,https://yarinohanzo.com/11300-home_default/dotanuki-iaito-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,False,2026-08-17
Sakai Katana IAITO,561.02,660.02,https://yarinohanzo.com/11286-home_default/sakai-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Kamakiri Katana IAITO,530.94,663.68,https://yarinohanzo.com/11276-home_default/kamakiri-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Araki Katana IAITO,736.36,791.78,https://yarinohanzo.com/11265-home_default/araki-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Nami Katana IAITO,566.57,658.80,https://yarinohanzo.com/11253-home_default/nami-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Kimura Katana IAITO,564.13,663.68,https://yarinohanzo.com/11242-home_default/kimura-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Akechi Katana IAITO,737.49,983.32,https://yarinohanzo.com/11232-home_default/akechi-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Nobunaga Katana IAITO,558.27,697.84,https://yarinohanzo.com/11224-home_default/nobunaga-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
Tombo Katana IAITO,539.73,674.66,https://yarinohanzo.com/11215-home_default/tombo-katana-iaito-practice-sword-handmade-samurai-sword.jpg,superior,True,2026-08-17
